Frame Index,Player 1 Shot Speed (km/h),Player 2 Shot Speed (km/h),Player 1 Speed (km/h),Player 2 Speed (km/h),Player 1 Average Shot Speed (km/h),Player 2 Average Shot Speed (km/h),Player 1 Average Speed (km/h),Player 2 Average Speed (km/h)
0,0.0,0.0,0.0,0.0,,,,
1,0.0,0.0,0.0,0.0,,,,
2,0.0,0.0,0.0,0.0,,,,
3,0.0,0.0,0.0,0.0,,,,
4,0.0,0.0,0.0,0.0,,,,
5,0.0,0.0,0.0,0.0,,,,
6,0.0,0.0,0.0,0.0,,,,
7,0.0,0.0,0.0,0.0,,,,
8,0.0,0.0,0.0,0.0,,,,
9,0.0,0.0,0.0,0.0,,,,
10,0.0,0.0,0.0,0.0,,,,
11,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
12,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
13,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
14,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
15,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
16,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
17,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
18,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
19,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
20,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
21,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
22,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
23,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
24,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
25,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
26,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
27,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
28,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
29,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
30,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
31,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
32,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
33,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
34,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
35,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
36,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
37,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
38,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
39,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
40,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
41,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
42,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
43,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
44,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
45,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
46,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
47,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
48,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
49,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
50,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
51,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
52,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
53,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
54,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
55,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
56,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
57,33.06706920612617,0.0,0.0,1.7203199897275607,33.06706920612617,,,1.7203199897275607
58,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
59,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
60,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
61,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
62,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
63,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
64,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
65,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
66,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
67,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
68,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
69,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
70,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
71,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
72,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
73,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
74,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
75,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
76,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
77,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
78,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
79,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
80,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
81,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
82,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
83,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
84,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
85,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
86,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
87,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
88,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
89,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
90,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
91,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
92,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
93,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
94,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607,33.06706920612617,42.93306417573609,4.541506008040689,1.7203199897275607
95,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
96,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
97,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
98,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
99,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
100,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
101,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
102,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
103,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
104,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
105,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
106,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
107,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
108,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
109,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
110,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
111,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
112,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
113,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
114,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
115,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
116,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
117,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
118,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
119,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
120,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
121,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
122,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
123,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
124,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
125,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
126,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
127,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
128,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
129,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
130,45.28890313000695,42.93306417573609,4.541506008040689,8.97982510089012,39.17798616806656,42.93306417573609,4.541506008040689,5.35007254530884
131,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
132,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
133,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
134,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
135,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
136,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
137,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
138,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
139,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
140,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
141,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
142,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
143,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
144,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
145,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
146,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
147,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
148,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
149,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
150,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
151,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
152,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
153,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
154,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
155,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
156,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
157,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
158,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
159,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
160,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
161,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
162,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
163,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
164,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
165,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
166,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
167,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
168,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
169,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
170,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
171,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
172,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
173,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
174,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
175,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
176,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
177,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
178,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
179,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
180,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
181,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
182,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
183,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
184,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
185,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
186,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
187,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
188,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
189,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
190,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
191,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
192,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
193,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
194,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
195,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
196,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
197,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
198,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
199,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
200,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
201,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
202,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
203,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
204,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
205,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
206,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
207,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
208,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
209,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
210,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
211,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
212,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
213,45.28890313000695,32.31022564254352,6.694470988272777,8.97982510089012,39.17798616806656,37.6216449091398,5.617988498156733,5.35007254530884
